@relation 'intel-weka.filters.unsupervised.attribute.Remove-R2,9-20'

@attribute id numeric
@attribute who {a,b,c,d,e,f,g}
@attribute what {a,b,c,d,e,f,g,h,i,k,l,n,o,p,q,s,t,u,v,w,x,y,z,zb}
@attribute persistence {once,continuous}
@attribute reason {a,b,c,d,e,f}
@attribute where {a,b,c,d}
@attribute allow {yes,no}

@data
160,f,w,once,f,b,no
160,f,i,continuous,f,a,yes
160,g,x,continuous,a,b,no
160,d,u,once,e,d,yes
160,b,e,continuous,b,a,yes
160,d,g,continuous,d,c,no
160,a,o,continuous,b,a,no
160,c,t,continuous,d,c,no
160,e,v,continuous,f,a,yes
160,g,d,once,f,b,no
160,b,s,once,c,b,yes
160,e,h,once,e,d,no
160,a,d,once,a,d,yes
160,c,f,once,c,b,yes
187,g,v,once,c,b,no
187,f,g,once,a,d,yes
187,b,q,continuous,e,b,no
187,e,t,once,a,d,yes
187,b,c,once,d,a,yes
187,g,h,continuous,b,a,no
187,a,b,continuous,c,d,no
187,a,p,once,d,a,no
187,e,f,continuous,f,d,no
187,d,s,continuous,f,d,yes
187,f,u,continuous,b,a,no
187,c,d,continuous,e,b,yes
187,d,e,once,f,c,no
187,c,o,once,f,c,yes
200,c,p,once,b,a,yes
200,d,q,continuous,c,b,yes
200,a,zb,once,f,b,no
200,f,e,once,d,c,yes
200,e,o,once,d,c,no
200,a,n,continuous,f,a,no
200,g,f,continuous,e,d,yes
200,e,d,continuous,c,b,no
200,g,t,once,f,a,no
200,f,s,continuous,e,d,yes
200,b,a,once,f,d,yes
200,d,c,once,b,a,yes
200,c,b,continuous,a,d,yes
200,b,o,continuous,a,d,yes
202,g,c,once,a,a,no
202,g,q,continuous,b,b,no
202,f,p,once,a,a,no
202,e,o,continuous,f,a,no
202,f,b,continuous,f,a,no
202,d,n,continuous,e,a,yes
202,c,a,once,d,d,no
202,a,y,continuous,c,c,no
202,d,zb,once,f,b,no
202,e,a,once,f,d,no
202,c,p,continuous,e,a,no
202,b,l,continuous,c,c,no
202,a,k,once,b,b,no
202,b,z,once,d,d,no
212,d,h,continuous,c,a,no
212,e,w,continuous,e,c,yes
212,f,x,once,f,d,yes
212,d,v,once,d,b,no
212,g,y,continuous,f,a,no
212,c,u,continuous,c,a,no
212,c,g,once,b,d,no
212,g,k,once,f,d,no
212,f,d,continuous,e,c,no
212,b,f,continuous,a,c,no
212,e,i,once,d,b,yes
212,b,t,once,b,d,no
212,a,e,once,f,c,no
212,a,s,continuous,a,c,no
213,a,b,continuous,f,d,no
213,f,u,continuous,f,a,no
213,c,d,continuous,b,a,yes
213,c,o,once,c,b,yes
213,e,t,once,e,d,no
213,f,g,once,e,d,yes
213,g,v,once,f,b,no
213,b,c,once,a,d,yes
213,g,h,continuous,f,a,yes
213,d,e,once,c,b,yes
213,e,f,continuous,d,c,no
213,a,p,once,a,d,yes
213,b,q,continuous,b,a,no
213,d,s,continuous,d,c,yes
215,a,d,continuous,e,d,no
215,f,i,once,c,d,no
215,b,s,continuous,f,b,yes
215,d,g,once,a,b,yes
215,g,d,continuous,d,a,no
215,a,o,once,f,a,no
215,d,u,continuous,b,c,yes
215,f,w,continuous,d,a,no
215,c,t,once,a,b,no
215,g,x,once,e,b,yes
215,e,h,continuous,b,c,no
215,c,f,continuous,f,b,no
215,b,e,once,f,a,yes
215,e,v,once,c,d,no
225,c,d,once,c,d,no
225,b,c,continuous,b,c,no
225,f,u,once,f,d,no
225,d,s,once,e,b,no
225,f,g,continuous,f,c,no
225,c,o,continuous,d,a,no
225,g,h,once,f,d,no
225,b,q,once,c,d,no
225,e,t,continuous,f,c,no
225,a,p,continuous,b,c,no
225,e,f,once,e,b,no
225,g,v,continuous,a,d,no
225,a,b,once,a,b,no
225,d,e,continuous,d,a,yes
243,g,x,once,b,a,no
243,d,u,continuous,f,c,no
243,c,t,once,e,b,yes
243,b,s,continuous,d,a,no
243,d,g,once,e,b,no
243,b,e,once,c,d,no
243,a,o,once,c,d,no
243,a,d,continuous,b,c,no
243,e,h,continuous,f,c,no
243,f,w,continuous,a,d,no
243,c,f,continuous,d,a,no
243,f,i,once,f,d,no
243,e,v,once,f,d,no
243,g,d,continuous,a,d,no
246,b,i,once,f,a,no
246,c,x,once,a,b,no
246,f,p,continuous,d,a,yes
246,b,w,continuous,f,b,no
246,f,a,once,c,d,yes
246,e,l,continuous,b,c,yes
246,a,h,continuous,e,d,no
246,a,v,once,f,a,no
246,c,d,continuous,f,b,yes
246,d,y,continuous,b,c,yes
246,g,zb,once,e,b,no
246,g,n,continuous,d,a,no
246,d,k,once,a,b,yes
246,e,z,once,c,d,yes
248,e,l,continuous,f,b,no
248,e,z,once,a,b,no
248,a,h,continuous,c,b,no
248,b,w,continuous,e,d,no
248,a,v,once,d,c,no
248,d,k,once,f,a,yes
248,g,zb,once,c,d,no
248,g,n,continuous,b,c,no
248,c,d,continuous,e,d,no
248,b,i,once,d,c,no
248,d,y,continuous,f,b,yes
248,f,p,continuous,b,c,no
248,f,a,once,a,b,no
248,c,x,once,f,a,no
250,e,a,continuous,d,b,no
250,c,p,once,c,c,no
250,f,p,continuous,f,d,yes
250,e,o,once,e,c,no
250,g,c,continuous,f,d,no
250,g,q,once,f,a,no
250,d,zb,continuous,d,d,no
250,b,l,once,a,a,no
250,a,k,continuous,f,a,no
250,b,z,continuous,b,b,yes
250,d,n,once,c,c,yes
250,a,y,once,a,a,no
250,f,b,once,e,c,yes
250,c,a,continuous,b,b,yes
252,e,t,continuous,e,d,no
252,a,b,once,f,d,no
252,b,q,once,b,a,no
252,g,h,once,f,a,no
252,f,u,once,f,a,no
252,f,g,continuous,e,d,no
252,c,o,continuous,c,b,no
252,d,e,continuous,c,b,no
252,d,s,once,d,c,no
252,b,c,continuous,a,d,no
252,c,d,once,b,a,no
252,e,f,once,d,c,no
252,a,p,continuous,a,d,no
252,g,v,continuous,f,b,no
275,c,z,continuous,a,d,no
275,b,y,once,f,d,no
275,a,x,continuous,f,c,no
275,e,zb,continuous,c,b,no
275,e,n,once,b,a,no
275,f,a,continuous,c,d,no
275,c,l,once,f,d,no
275,d,a,continuous,a,d,no
275,a,d,once,e,b,no
275,g,p,continuous,e,b,no
275,b,k,continuous,f,c,no
275,d,p,once,b,a,no
275,g,b,once,d,a,no
275,f,o,once,d,a,no
276,b,x,once,f,d,no
276,a,w,continuous,e,c,no
276,e,a,once,a,a,no
276,g,a,once,c,a,no
276,f,n,continuous,b,b,no
276,d,z,once,a,a,yes
276,f,zb,once,c,c,no
276,a,i,once,d,b,no
276,d,l,continuous,f,a,no
276,b,d,continuous,e,c,no
276,c,y,continuous,f,a,no
276,e,p,continuous,b,b,no
276,g,o,continuous,d,b,no
276,c,k,once,f,d,no
284,a,f,continuous,f,a,yes
284,e,d,continuous,c,d,no
284,b,u,continuous,a,b,no
284,e,x,once,d,a,no
284,d,i,once,b,c,no
284,f,y,continuous,e,b,no
284,c,v,once,b,c,no
284,g,z,once,f,c,no
284,b,g,once,f,b,no
284,f,k,once,d,a,no
284,a,t,once,f,b,no
284,c,h,continuous,a,b,no
284,d,w,continuous,c,d,no
284,g,l,continuous,e,b,no
290,c,k,continuous,e,a,no
290,g,o,once,c,c,no
290,c,y,once,f,b,yes
290,a,i,continuous,c,c,no
290,f,n,once,a,c,no
290,e,p,once,a,c,yes
290,e,a,continuous,f,c,no
290,b,x,continuous,e,a,no
290,d,l,once,f,b,no
290,d,z,continuous,f,c,no
290,a,w,once,d,d,no
290,b,d,once,d,d,no
290,g,a,continuous,b,b,no
290,f,zb,continuous,b,d,no
295,e,s,continuous,a,c,no
295,d,o,once,f,c,no
295,g,u,continuous,c,a,no
295,f,t,once,b,d,yes
295,c,q,continuous,f,b,no
295,c,c,once,e,a,yes
295,a,a,once,c,c,no
295,d,d,continuous,f,b,no
295,a,o,continuous,d,d,no
295,b,b,continuous,d,d,no
295,f,f,continuous,a,c,yes
295,b,p,once,e,a,no
295,g,g,once,b,d,no
295,e,e,once,f,c,no
310,e,p,continuous,c,b,yes
310,a,l,once,e,d,yes
310,d,a,continuous,a,d,yes
310,b,p,once,f,b,yes
310,b,a,continuous,f,a,no
310,g,d,once,d,c,yes
310,f,q,once,d,c,no
310,e,b,once,b,a,no
310,f,c,continuous,c,b,yes
310,d,o,once,b,a,yes
310,g,o,continuous,e,d,yes
310,c,zb,continuous,a,b,yes
310,a,z,continuous,f,a,no
310,c,n,once,f,b,yes
312,f,u,once,d,c,no
312,a,p,continuous,f,c,no
312,g,h,once,d,c,yes
312,b,c,continuous,f,c,no
312,c,o,continuous,a,d,yes
312,e,f,once,b,a,yes
312,b,q,once,f,d,no
312,a,b,once,e,b,yes
312,g,v,continuous,e,d,no
312,f,g,continuous,c,b,yes
312,c,d,once,f,d,yes
312,e,t,continuous,c,b,no
312,d,e,continuous,a,d,yes
312,d,s,once,b,a,yes
316,c,a,once,f,b,yes
316,e,o,continuous,b,b,no
316,f,p,once,c,c,no
316,a,y,continuous,e,a,yes
316,b,l,continuous,e,a,yes
316,a,k,once,d,d,no
316,g,q,continuous,d,d,yes
316,e,a,once,a,a,no
316,b,z,once,f,b,no
316,c,p,continuous,f,c,no
316,d,n,continuous,f,c,yes
316,f,b,continuous,b,b,no
316,g,c,once,c,c,yes
316,d,zb,once,a,c,no
320,f,v,once,a,c,no
320,f,h,continuous,f,c,no
320,c,e,once,d,d,no
320,g,i,once,a,c,no
320,b,o,once,d,d,no
320,d,f,continuous,e,a,no
320,c,s,continuous,e,a,no
320,a,c,once,b,b,no
320,a,q,continuous,c,c,no
320,g,w,continuous,b,d,no
320,d,t,once,f,b,no
320,e,u,continuous,f,c,no
320,e,g,once,f,b,no
320,b,d,continuous,c,c,no
335,c,d,once,f,a,yes
335,e,t,continuous,b,c,no
335,d,s,once,a,b,no
335,g,v,continuous,d,a,no
335,c,o,continuous,f,b,no
335,f,u,once,c,d,no
335,a,b,once,d,c,no
335,g,h,once,c,d,no
335,f,g,continuous,b,c,no
335,b,c,continuous,e,d,no
335,e,f,once,a,b,no
335,d,e,continuous,f,b,no
335,b,q,once,f,a,no
335,a,p,continuous,e,d,no
340,b,o,continuous,a,c,no
340,b,d,once,f,c,no
340,f,h,once,d,b,no
340,c,e,continuous,a,c,no
340,a,q,once,f,c,no
340,g,i,continuous,e,c,no
340,a,c,continuous,f,b,no
340,g,w,once,f,d,no
340,c,s,once,b,d,no
340,e,g,continuous,c,a,no
340,d,f,once,b,d,yes
340,e,u,once,d,b,no
340,d,t,continuous,c,a,no
340,f,v,continuous,e,c,no
341,g,c,once,a,a,yes
341,g,q,continuous,b,b,no
341,f,p,once,a,a,yes
341,e,o,continuous,f,a,yes
341,f,b,continuous,f,a,yes
341,d,n,continuous,e,a,yes
341,c,a,once,d,d,yes
341,a,y,continuous,c,c,no
341,d,zb,once,f,b,yes
341,e,a,once,f,d,yes
341,c,p,continuous,e,a,yes
341,b,l,continuous,c,c,yes
341,a,k,once,b,b,yes
341,b,z,once,d,d,yes
359,f,d,once,a,a,no
359,d,b,once,f,d,no
359,b,zb,continuous,e,a,no
359,b,n,once,d,d,no
359,d,p,continuous,f,a,no
359,c,o,once,f,d,no
359,g,s,once,c,c,no
359,f,o,continuous,b,b,no
359,c,a,continuous,e,c,no
359,g,e,continuous,b,b,no
359,a,a,continuous,c,c,no
359,e,q,once,a,a,no
359,e,c,continuous,f,a,no
359,a,p,once,d,d,no
