@relation intel

@attribute id numeric
@attribute scenario numeric
@attribute who {a,b,c,d,e,f,g}
@attribute what {a,b,c,d,e,f,g,h,i,k,l,n,o,p,q,s,t,u,v,w,x,y,z,zb}
@attribute persistence {once,continuous}
@attribute reason {a,b,c,d,e,f}
@attribute where {a,b,c,d}
@attribute notify {yes,no}
@attribute nalways {once,always,blank}
@attribute notify_combined {notify_me_always,notify_me_once,do_not_notify_me}
@attribute five.one {notify_me_always,other_two}
@attribute allow {yes,no}
@attribute aalways {always,once}
@attribute allow_combined {yesalways,yesonce,noalways,noonce}
@attribute seven.one {yesalways,others}
@attribute score_allow numeric
@attribute comfort numeric
@attribute risk numeric
@attribute approp numeric
@attribute cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
81,18830,b,x,once,f,c,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,5,4,4,cluster3
81,18840,e,a,once,b,d,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,7,7,7,cluster3
81,18850,g,o,continuous,e,a,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,7,5,5,cluster3
81,18860,f,n,continuous,c,a,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,7,6,6,cluster3
81,18870,b,d,continuous,f,b,yes,once,notify_me_once,other_two,no,always,noalways,others,0,1,1,1,cluster3
81,18880,a,w,continuous,f,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,4,4,cluster3
81,18890,f,zb,once,d,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster3
81,18900,e,p,continuous,c,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster3
82,21570,c,q,continuous,b,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
82,21580,d,d,continuous,b,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
82,21590,e,e,once,c,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
82,21600,g,u,continuous,f,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
82,21610,f,f,continuous,d,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
82,21620,b,b,continuous,f,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
82,21630,c,c,once,a,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
82,21640,f,t,once,e,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,1,cluster1
82,21650,a,o,continuous,f,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
82,21660,e,s,continuous,d,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
82,21670,d,o,once,c,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,4,cluster1
82,21680,a,a,once,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
82,21690,b,p,once,a,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
82,21700,g,g,once,e,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
84,23530,f,f,once,e,c,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,5,6,5,cluster3
84,23540,g,u,once,f,a,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,2,2,2,cluster3
84,23550,a,o,once,a,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster3
84,23560,c,c,continuous,b,d,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,3,4,4,cluster3
84,23570,g,g,continuous,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,1,1,cluster3
84,23580,c,q,once,c,a,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,5,6,5,cluster3
84,23590,b,p,continuous,b,d,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,1,2,2,cluster3
84,23600,a,a,continuous,f,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster3
84,23610,b,b,once,a,c,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,5,5,5,cluster3
84,23620,f,t,continuous,f,d,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,3,3,3,cluster3
84,23630,e,s,once,e,c,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,4,5,5,cluster3
84,23640,e,e,continuous,d,b,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,2,2,2,cluster3
84,23650,d,o,continuous,d,b,yes,once,notify_me_once,other_two,yes,always,yesalways,yesalways,3,6,5,5,cluster3
84,23660,d,d,once,c,a,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,6,5,5,cluster3
87,23390,g,f,once,e,d,no,blank,do_not_notify_me,other_two,yes,once,yesonce,others,2,6,6,5,cluster2
87,23400,f,e,continuous,d,c,no,blank,do_not_notify_me,other_two,yes,once,yesonce,others,2,4,6,5,cluster2
87,23410,b,a,continuous,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster2
87,23420,c,p,continuous,b,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster2
87,23430,c,b,once,a,d,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,4,5,6,cluster2
87,23440,d,q,once,c,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,1,cluster2
87,23450,e,o,continuous,d,c,yes,once,notify_me_once,other_two,yes,always,yesalways,yesalways,3,6,5,5,cluster2
87,23460,e,d,once,c,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster2
87,23470,b,o,once,a,d,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,6,5,6,cluster2
87,23480,f,s,once,e,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster2
87,23490,a,n,once,f,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster2
87,23500,d,c,continuous,b,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,2,cluster2
87,23510,a,zb,continuous,f,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster2
87,23520,g,t,continuous,f,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster2
89,15550,g,f,once,c,b,yes,once,notify_me_once,other_two,no,always,noalways,others,0,1,2,2,cluster2
89,15560,c,b,once,f,c,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,4,5,4,cluster2
89,15570,f,e,continuous,b,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,2,cluster2
89,15580,d,c,continuous,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster2
89,15590,d,q,once,a,d,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,4,4,4,cluster2
89,15600,b,a,continuous,e,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,3,2,cluster2
89,15610,e,o,continuous,b,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,3,cluster2
89,15620,c,p,continuous,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster2
89,15630,f,s,once,c,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,4,3,cluster2
89,15640,b,o,once,f,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,4,cluster2
89,15650,a,zb,continuous,e,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,3,5,2,cluster2
89,15660,e,d,once,a,d,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,2,5,3,cluster2
89,15670,g,t,continuous,d,c,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,3,3,2,cluster2
89,15680,a,n,once,d,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,3,2,cluster2
91,4350,g,x,once,b,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,4,4,3,cluster3
91,4360,d,u,continuous,f,c,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,6,4,4,cluster3
91,4370,c,t,once,e,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,5,4,4,cluster3
91,4380,b,s,continuous,d,a,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,5,4,4,cluster3
91,4390,d,g,once,e,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,3,3,4,cluster3
91,4400,b,e,once,c,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,3,4,4,cluster3
91,4410,a,o,once,c,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,3,3,3,cluster3
91,4420,a,d,continuous,b,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,2,cluster3
91,4430,e,h,continuous,f,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,1,cluster3
91,4440,f,w,continuous,a,d,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,3,4,4,cluster3
91,4450,c,f,continuous,d,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,4,3,cluster3
91,4460,f,i,once,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,4,1,cluster3
91,4470,e,v,once,f,d,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,4,4,4,cluster3
91,4480,g,d,continuous,a,d,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,4,4,4,cluster3
93,21010,a,y,once,f,c,yes,always,notify_me_always,notify_me_always,no,once,noonce,others,1,3,3,3,cluster3
93,21020,a,k,continuous,f,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster3
93,21030,e,o,once,d,d,yes,always,notify_me_always,notify_me_always,no,once,noonce,others,1,3,5,3,cluster3
93,21040,b,l,once,f,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,4,2,cluster3
93,21050,d,zb,continuous,c,a,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,6,6,6,cluster3
93,21060,g,q,once,f,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,3,2,cluster3
93,21070,g,c,continuous,e,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster3
93,21080,c,a,continuous,a,c,yes,once,notify_me_once,other_two,yes,always,yesalways,yesalways,3,6,5,4,cluster3
93,21090,d,n,once,b,d,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,5,5,5,cluster3
93,21100,f,p,continuous,e,a,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,3,5,3,cluster3
93,21110,c,p,once,b,d,yes,always,notify_me_always,notify_me_always,no,once,noonce,others,1,3,5,3,cluster3
93,21120,b,z,continuous,a,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,6,3,cluster3
93,21130,f,b,once,d,d,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,6,6,6,cluster3
93,21140,e,a,continuous,c,c,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,6,6,6,cluster3
96,12750,b,i,once,e,b,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,1,4,1,cluster3
96,12760,a,h,continuous,d,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster3
96,12770,c,d,continuous,f,c,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,4,3,3,cluster3
96,12780,b,w,continuous,f,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster3
96,12790,e,l,continuous,a,d,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,3,5,4,cluster3
96,12800,d,y,continuous,a,d,no,blank,do_not_notify_me,other_two,yes,once,yesonce,others,2,6,6,5,cluster3
96,12810,d,k,once,f,d,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,5,5,5,cluster3
96,12820,f,a,once,b,a,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,5,5,5,cluster3
96,12830,g,zb,once,d,c,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,1,5,5,cluster3
96,12840,g,n,continuous,c,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,4,5,4,cluster3
96,12850,f,p,continuous,c,b,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,4,5,5,cluster3
96,12860,c,x,once,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,3,4,cluster3
96,12870,a,v,once,e,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,5,4,cluster3
96,12880,e,z,once,b,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,1,cluster3
99,25630,e,t,continuous,e,d,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,2,2,2,cluster4
99,25640,a,b,once,f,d,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,2,2,2,cluster4
99,25650,b,q,once,b,a,no,blank,do_not_notify_me,other_two,yes,once,yesonce,others,2,4,4,4,cluster4
99,25660,g,h,once,f,a,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,1,2,2,cluster4
99,25670,f,u,once,f,a,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,2,1,1,cluster4
99,25680,f,g,continuous,e,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,1,1,cluster4
99,25690,c,o,continuous,c,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,1,1,cluster4
99,25700,d,e,continuous,c,b,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,4,4,4,cluster4
99,25710,d,s,once,d,c,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,5,5,5,cluster4
99,25720,b,c,continuous,a,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster4
99,25730,c,d,once,b,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster4
99,25740,e,f,once,d,c,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,3,3,3,cluster4
99,25750,a,p,continuous,a,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,2,cluster4
99,25760,g,v,continuous,f,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
100,15970,a,c,continuous,e,c,yes,once,notify_me_once,other_two,no,always,noalways,others,0,3,4,3,cluster3
100,15980,a,q,once,f,d,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,6,7,4,cluster3
100,15990,g,w,once,e,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,3,3,cluster3
100,16000,g,i,continuous,d,d,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,4,3,3,cluster3
100,16010,f,h,once,c,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,5,1,cluster3
100,16020,e,g,continuous,b,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,4,3,cluster3
100,16030,c,s,once,a,a,yes,once,notify_me_once,other_two,yes,always,yesalways,yesalways,3,5,5,5,cluster3
100,16040,e,u,once,c,c,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,3,5,3,cluster3
100,16050,f,v,continuous,d,d,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,5,5,3,cluster3
100,16060,c,e,continuous,f,a,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,3,6,3,cluster3
100,16070,d,t,continuous,b,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,3,2,cluster3
100,16080,d,f,once,a,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,4,2,cluster3
100,16090,b,d,once,f,d,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,5,3,4,cluster3
100,16100,b,o,continuous,f,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,1,cluster3
102,7010,f,n,continuous,f,a,no,blank,do_not_notify_me,other_two,no,once,noonce,others,1,3,5,4,cluster4
102,7020,a,w,continuous,c,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,1,cluster4
102,7030,b,x,once,d,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,1,cluster4
102,7040,g,a,once,a,c,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,5,5,5,cluster4
102,7050,a,i,once,b,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,1,cluster4
102,7060,e,p,continuous,f,a,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,5,5,5,cluster4
102,7070,g,o,continuous,b,d,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,5,5,5,cluster4
102,7080,c,y,continuous,e,c,yes,once,notify_me_once,other_two,no,always,noalways,others,0,3,3,3,cluster4
102,7090,b,d,continuous,c,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,1,cluster4
102,7100,d,l,continuous,e,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
102,7110,e,a,once,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster4
102,7120,d,z,once,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,1,cluster4
102,7130,c,k,once,d,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
102,7140,f,zb,once,a,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
103,290,a,q,once,b,d,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,3,4,3,cluster4
103,300,c,s,once,d,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,4,2,cluster4
103,310,b,o,continuous,c,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
103,320,c,e,continuous,c,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,3,3,2,cluster4
103,330,d,t,continuous,e,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,4,2,2,cluster4
103,340,a,c,continuous,a,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,2,cluster4
103,350,b,d,once,b,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
103,360,g,w,once,a,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,2,cluster4
103,370,g,i,continuous,f,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
103,380,d,f,once,d,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,3,4,4,cluster4
103,390,f,h,once,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,3,3,3,cluster4
103,400,e,g,continuous,e,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,2,cluster4
103,410,e,u,once,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
103,420,f,v,continuous,f,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,3,3,cluster4
105,11490,e,q,continuous,a,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster4
105,11500,f,d,continuous,a,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,1,1,cluster4
105,11510,g,e,once,b,b,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,1,1,1,cluster4
105,11520,a,a,once,c,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,2,cluster4
105,11530,c,o,continuous,f,d,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,5,5,5,cluster4
105,11540,d,p,once,f,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster4
105,11550,b,zb,once,e,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,2,2,2,cluster4
105,11560,e,c,once,f,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
105,11570,b,n,continuous,d,d,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,5,4,5,cluster4
105,11580,g,s,continuous,c,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
105,11590,f,o,once,b,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
105,11600,d,b,continuous,f,d,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,4,3,3,cluster4
105,11610,c,a,once,e,c,yes,always,notify_me_always,notify_me_always,yes,once,yesonce,others,2,5,5,5,cluster4
105,11620,a,p,continuous,d,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
106,3230,b,y,once,c,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3240,g,p,continuous,a,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3250,f,a,continuous,f,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3260,a,x,continuous,b,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3270,b,k,continuous,b,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3280,g,b,once,f,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3290,f,o,once,f,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3300,d,p,once,e,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3310,c,z,continuous,d,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3320,e,n,once,e,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3330,d,a,continuous,d,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3340,a,d,once,a,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3350,e,zb,continuous,f,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
106,3360,c,l,once,c,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster1
107,3510,f,q,once,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,7,1,1,cluster4
107,3520,g,o,continuous,a,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,7,1,1,cluster4
107,3530,g,d,once,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,7,1,1,cluster4
107,3540,a,l,once,a,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,7,1,1,cluster4
107,3550,e,b,once,e,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
107,3560,b,a,continuous,b,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
107,3570,e,p,continuous,f,c,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,4,6,6,cluster4
107,3580,f,c,continuous,f,c,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,3,6,5,cluster4
107,3590,d,o,once,e,b,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,3,3,3,cluster4
107,3600,c,n,once,c,b,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,1,1,1,cluster4
107,3610,c,zb,continuous,d,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
107,3620,d,a,continuous,d,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
107,3630,a,z,continuous,b,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
107,3640,b,p,once,c,b,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster4
108,150,a,b,continuous,a,b,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,6,5,5,cluster3
108,160,f,g,once,f,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,1,cluster3
108,170,e,t,once,f,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster3
108,180,e,f,continuous,e,b,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,7,7,7,cluster3
108,190,b,c,once,b,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster3
108,200,c,d,continuous,c,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,3,3,cluster3
108,210,b,q,continuous,c,d,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,5,5,5,cluster3
108,220,d,s,continuous,e,b,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,7,7,7,cluster3
108,230,g,v,once,a,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster3
108,240,c,o,once,d,a,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,1,2,2,cluster3
108,250,g,h,continuous,f,d,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,7,5,5,cluster3
108,260,a,p,once,b,c,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,2,2,cluster3
108,270,f,u,continuous,f,d,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,1,1,1,cluster3
108,280,d,e,once,d,a,no,blank,do_not_notify_me,other_two,yes,always,yesalways,yesalways,3,6,7,7,cluster3
109,24930,e,a,continuous,d,b,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,4,3,2,cluster3
109,24940,c,p,once,c,c,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,5,5,6,cluster3
109,24950,f,p,continuous,f,d,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,3,4,3,cluster3
109,24960,e,o,once,e,c,yes,once,notify_me_once,other_two,yes,always,yesalways,yesalways,3,5,3,3,cluster3
109,24970,g,c,continuous,f,d,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,2,2,2,cluster3
109,24980,g,q,once,f,a,no,blank,do_not_notify_me,other_two,no,always,noalways,others,0,2,3,2,cluster3
109,24990,d,zb,continuous,d,d,yes,once,notify_me_once,other_two,yes,always,yesalways,yesalways,3,3,2,2,cluster3
109,25000,b,l,once,a,a,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,6,6,5,cluster3
109,25010,a,k,continuous,f,a,yes,always,notify_me_always,notify_me_always,no,always,noalways,others,0,3,2,2,cluster3
109,25020,b,z,continuous,b,b,yes,once,notify_me_once,other_two,no,always,noalways,others,0,2,2,2,cluster3
109,25030,d,n,once,c,c,no,blank,do_not_notify_me,other_two,yes,once,yesonce,others,2,4,5,4,cluster3
109,25040,a,y,once,a,a,no,blank,do_not_notify_me,other_two,yes,once,yesonce,others,2,3,3,2,cluster3
109,25050,f,b,once,e,c,yes,once,notify_me_once,other_two,yes,once,yesonce,others,2,4,2,3,cluster3
109,25060,c,a,continuous,b,b,yes,always,notify_me_always,notify_me_always,yes,always,yesalways,yesalways,3,6,5,5,cluster3
